Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides V-Day1-1	Peptides V-Day1-2	Peptides V-Day1-3	Peptides V-Day2-1	Peptides V-Day2-2	Peptides V-Day2-3	Peptides V-Mock1	Peptides V-Mock2	Peptides V-Mock3	Razor + unique peptides V-Day1-1	Razor + unique peptides V-Day1-2	Razor + unique peptides V-Day1-3	Razor + unique peptides V-Day2-1	Razor + unique peptides V-Day2-2	Razor + unique peptides V-Day2-3	Razor + unique peptides V-Mock1	Razor + unique peptides V-Mock2	Razor + unique peptides V-Mock3	Unique peptides V-Day1-1	Unique peptides V-Day1-2	Unique peptides V-Day1-3	Unique peptides V-Day2-1	Unique peptides V-Day2-2	Unique peptides V-Day2-3	Unique peptides V-Mock1	Unique peptides V-Mock2	Unique peptides V-Mock3	Sequence length	Sequence lengths	Intensity V-Day1-1	Intensity V-Day1-2	Intensity V-Day1-3	Intensity V-Day2-1	Intensity V-Day2-2	Intensity V-Day2-3	Intensity V-Mock1	Intensity V-Mock2	Intensity V-Mock3	LFQ intensity V-Day1-1	LFQ intensity V-Day1-2	LFQ intensity V-Day1-3	LFQ intensity V-Day2-1	LFQ intensity V-Day2-2	LFQ intensity V-Day2-3	LFQ intensity V-Mock1	LFQ intensity V-Mock2	LFQ intensity V-Mock3	Protein IDs	Majority protein IDs
			2	2	2	4.2	4.2	4.2	70.867	0	14.917	1733900	2	NaN	NaN	NaN	NaN	2	0	0	0	2	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	2	0	0	0	0	620	NaN	0	0	0	227490	1506400	0	0	0	0	11.8094876071247	10.8975092184379	8.97010983621519	13.0149619610635	13.2160334274135	8.89472033338769	13.4888487767805	13.3228594448717	11.906204547649	tr|A0A0D9QVS7|A0A0D9QVS7_CHLSB;tr|A0A0D9R2T7|A0A0D9R2T7_CHLSB	tr|A0A0D9QVS7|A0A0D9QVS7_CHLSB;tr|A0A0D9R2T7|A0A0D9R2T7_CHLSB
			2	2	2	7.3	7.3	7.3	39.553	0	12.341	1986300	2	2	2	2	NaN	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	372	372	0	0	0	0	1986300	0	0	0	0	12.2081061576036	10.4673629740981	10.9732587052628	9.58086376872939	13.2329604877537	11.1328879638204	13.474662928302	9.95098003773932	12.8210197533189	tr|A0A0D9QVT7|A0A0D9QVT7_CHLSB	tr|A0A0D9QVT7|A0A0D9QVT7_CHLSB
			3	3	3	27.6	27.6	27.6	25.097	0	38.979	33048000	12	3	3	3	NaN	1	0	2	3	2	2	1	0	0	0	0	2	3	2	2	1	0	0	0	0	2	3	2	2	1	0	0	0	217	217	0	428260	25154000	681870	4291400	2492900	0	0	0	11.9341648173529	13.7122045504387	16.65480382604	14.9249980234467	14.2618011071953	15.1455341719577	12.0677509712221	12.5485447375013	11.7108471186804	tr|A0A0D9QVU1|A0A0D9QVU1_CHLSB	tr|A0A0D9QVU1|A0A0D9QVU1_CHLSB
			3	3	3	1.7	1.7	1.7	219.09	0	15.979	1025900	4	3	3	3	NaN	1	0	1	2	0	3	0	0	0	0	0	1	2	0	3	0	0	0	0	0	1	2	0	3	0	0	0	0	1943	1943	0	41442	120040	0	864420	0	0	0	0	11.6049457934888	14.2499282208242	14.2879287675769	10.5141363462342	13.7961410320813	9.52852407137122	12.8733813941049	11.8344938761573	12.9118233995354	tr|A0A0D9QVV3|A0A0D9QVV3_CHLSB	tr|A0A0D9QVV3|A0A0D9QVV3_CHLSB
+			1	1	1	0.4	0.4	0.4	340.53	1	-2	1222700	1	1	1	1	NaN	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2922	2922	0	0	1222700	0	0	0	0	0	0	11.9569234106133	9.71239391770765	12.9234574855517	9.78847235087888	10.8948487274701	12.20501004064	12.0599584919171	12.5187563740781	12.2150541393398	tr|A0A0D9QVW4|A0A0D9QVW4_CHLSB	tr|A0A0D9QVW4|A0A0D9QVW4_CHLSB
			2	2	2	7.5	7.5	7.5	59.391	0.0028195	10.987	965450	2	2	2	2	NaN	1	0	0	0	0	2	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	1	0	0	0	546	546	0	0	0	0	905190	60255	0	0	0	12.9582870729725	10.2068430045561	10.6867963881878	10.264133724594	12.0523982320716	10.9205761655372	12.7124848888515	11.8704407222426	13.5216064914563	tr|A0A0D9QVX0|A0A0D9QVX0_CHLSB	tr|A0A0D9QVX0|A0A0D9QVX0_CHLSB
			3	3	3	11.9	11.9	11.9	46.637	0	20.322	4901900	4	3	3	3	NaN	1	0	1	1	0	2	1	0	0	0	0	1	1	0	2	1	0	0	0	0	1	1	0	2	1	0	0	0	412	412	0	185270	1230800	0	3089700	396180	0	0	0	11.2917331909634	11.5258719107686	12.9329159941515	11.3929539707127	13.8225708309502	11.8552578271932	12.0975011313244	14.1756019019544	11.5101279984807	tr|A0A0D9QVX5|A0A0D9QVX5_CHLSB	tr|A0A0D9QVX5|A0A0D9QVX5_CHLSB
			1	1	1	2.6	2.6	2.6	52.904	0.002584	7.1396	0	1	1	1	1	NaN	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	456	456	0	0	0	0	0	0	0	0	0	11.725642452197	10.2392025552547	9.22333002832677	9.51101243715789	10.7302592241547	11.5730269490074	11.1162755466875	12.4643683598426	11.9149030590934	tr|A0A0D9QVY1|A0A0D9QVY1_CHLSB	tr|A0A0D9QVY1|A0A0D9QVY1_CHLSB
			3	3	3	10	10	10	57.982	0	19.177	4822600	5	3	3	3	NaN	1	0	1	2	3	3	1	0	0	0	0	1	2	3	3	1	0	0	0	0	1	2	3	3	1	0	0	0	529	529	0	222070	1095100	660140	2534600	310670	0	0	0	11.8855982714118	13.8021124185861	13.9459010075453	14.3013532902188	13.692942359312	12.6882065904392	12.4345720433032	12.3511189703465	12.7093098273969	tr|A0A0D9QW15|A0A0D9QW15_CHLSB	tr|A0A0D9QW15|A0A0D9QW15_CHLSB
			7	7	7	5.8	5.8	5.8	238.73	0	47.569	5982700	7	7	7	7	NaN	1	0	2	2	0	6	0	0	0	0	0	2	2	0	6	0	0	0	0	0	2	2	0	6	0	0	0	0	2118	2118	0	239830	803800	0	4939100	0	0	0	0	11.242181441975	13.3000665099573	13.2993511357963	12.1300850939966	14.3388060090328	9.81153939062756	13.2776369702317	13.1083006191151	12.1448242881155	tr|A0A0D9QW17|A0A0D9QW17_CHLSB	tr|A0A0D9QW17|A0A0D9QW17_CHLSB
			14	14	14	40	40	40	57.488	0	258.14	85785000	70	14	14	14	NaN	1	1	6	8	7	14	9	0	1	1	1	6	8	7	14	9	0	1	1	1	6	8	7	14	9	0	1	1	535	535	8575.1	967960	11251000	3822600	56190000	13506000	0	18256	21311	14.0215872981245	15.2312586878942	16.6608037270189	17.2406050217025	17.9434649011352	17.3415188232452	12.0053231324108	14.994618613781	14.9755345381927	tr|A0A0D9QW25|A0A0D9QW25_CHLSB	tr|A0A0D9QW25|A0A0D9QW25_CHLSB
			3	3	3	3.6	3.6	3.6	140.53	0	19.094	2377300	3	3	3	3	NaN	1	0	1	0	0	3	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	3	0	0	0	0	1227	1227	0	131160	0	0	2246100	0	0	0	0	11.9389662823964	15.283088353024	11.0493418723839	11.276566086322	12.935183470005	11.6354958619501	12.2388322318917	12.5247120980337	12.7967468802744	tr|A0A0D9QW30|A0A0D9QW30_CHLSB	tr|A0A0D9QW30|A0A0D9QW30_CHLSB
			12	12	12	24.3	24.3	24.3	63.47	0	323.31	78805000	43	12	12	12	NaN	1	1	7	9	6	12	1	0	0	0	1	7	9	6	12	1	0	0	0	1	7	9	6	12	1	0	0	0	588	588	115720	6853000	30074000	2722800	38230000	808950	0	0	0	13.7364019313183	17.9416895581858	18.2954012557062	16.3708746780435	17.8888145829259	13.1024186507739	12.4207296895068	11.8815423011366	11.1838493228397	tr|A0A0D9QW47|A0A0D9QW47_CHLSB	tr|A0A0D9QW47|A0A0D9QW47_CHLSB
			3	3	3	18.4	18.4	18.4	28.201	0	35.549	10446000	6	3	3	3	NaN	1	0	0	3	0	2	2	0	0	0	0	0	3	0	2	2	0	0	0	0	0	3	0	2	2	0	0	0	266	266	0	0	4773300	0	3260900	2412100	0	0	0	11.7275520051429	8.25308349128472	14.7095146607067	11.1874905163387	14.3472753238468	14.9884184168079	11.4264548921252	11.3757161372573	11.9650333968856	tr|A0A0D9QW63|A0A0D9QW63_CHLSB	tr|A0A0D9QW63|A0A0D9QW63_CHLSB
			4	4	4	20.5	20.5	20.5	27.334	0	36.965	9703400	11	4	4	4	NaN	1	1	3	2	1	3	4	0	0	0	1	3	2	1	3	4	0	0	0	1	3	2	1	3	4	0	0	0	244	244	25276	1058000	3235900	737700	1349200	3297300	0	0	0	12.8467831923222	14.3975409448565	14.3628342205543	14.9759375068767	12.5160447036633	14.6145373176517	13.3679177633437	12.7356472536238	12.8965053986772	tr|A0A0D9QW67|A0A0D9QW67_CHLSB	tr|A0A0D9QW67|A0A0D9QW67_CHLSB
			2	2	2	2.9	2.9	2.9	90.113	0	14.747	1189500	3	2	2	2	NaN	1	0	1	1	1	2	0	0	0	0	0	1	1	1	2	0	0	0	0	0	1	1	1	2	0	0	0	0	792	792	0	35003	49053	35865	1069600	0	0	0	0	12.559559635059	13.3785658100006	13.3913778623151	13.3988772686283	13.2964860866155	11.5889317123808	10.7556447516799	12.0491308060578	11.9219491095722	tr|A0A0D9QW69|A0A0D9QW69_CHLSB	tr|A0A0D9QW69|A0A0D9QW69_CHLSB
			1	1	1	2.5	2.5	2.5	39.676	0.0024958	6.7835	3627200	2	1	1	1	NaN	1	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	364	364	0	0	1464800	0	935110	1227300	0	0	0	11.8328812616568	10.7746704336169	13.1840074818168	12.3168086265357	12.0982953244613	13.4864579613943	13.4863562220158	11.5903569326378	11.0783201200163	tr|A0A0D9QW77|A0A0D9QW77_CHLSB	tr|A0A0D9QW77|A0A0D9QW77_CHLSB
			1	1	1	8.8	8.8	8.8	16.058	0.0025231	6.8347	284550	1	1	1	1	NaN	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	147	147	0	0	0	0	62008	188440	34103	0	0	10.7308488781933	10.3916056809849	11.4456628579697	11.1583945288829	13.4343676016689	14.6207925735562	14.6322568535042	12.6650671991563	12.1513413123611	tr|A0A0D9QW79|A0A0D9QW79_CHLSB	tr|A0A0D9QW79|A0A0D9QW79_CHLSB
			1	1	1	1.3	1.3	1.3	91.379	0.0087719	6.4322	373520	2	1	1	1	NaN	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	822	822	0	0	0	0	373520	0	0	0	0	12.0019561087987	10.4090139765686	11.0285558191233	10.6040730992738	11.1799090900149	11.3000017548821	12.3520174726029	12.9189553494924	12.3407805247351	tr|A0A0D9QW83|A0A0D9QW83_CHLSB	tr|A0A0D9QW83|A0A0D9QW83_CHLSB
			1	1	1	3.1	3.1	3.1	51.419	0.0026502	7.4594	441570	1	1	1	1	NaN	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	452	452	0	0	0	0	441570	0	0	0	0	10.4733462157576	11.3227799289646	10.0417706920461	9.80446718608312	11.0158331642693	9.49235606692759	12.2664473160623	12.0794654170957	11.8142693287203	tr|A0A0D9QWF6|A0A0D9QWF6_CHLSB	tr|A0A0D9QWF6|A0A0D9QWF6_CHLSB
			9	9	9	9.5	9.5	9.5	136.37	0	56.949	5156600	8	9	9	9	NaN	1	0	1	2	2	9	0	0	0	0	0	1	2	2	9	0	0	0	0	0	1	2	2	9	0	0	0	0	1230	1230	0	25714	89036	81514	4960400	0	0	0	0	12.5851734955817	13.0552485371932	14.0223678130285	13.051837688388	15.2717183366557	9.83186524827521	12.5785780877005	12.3187080544378	12.8327865048152	tr|A0A0D9QWF7|A0A0D9QWF7_CHLSB	tr|A0A0D9QWF7|A0A0D9QWF7_CHLSB
			7	7	7	9	9	9	135.55	0	47.718	15554000	15	7	7	7	NaN	1	0	3	5	3	7	2	0	0	0	0	3	5	3	7	2	0	0	0	0	3	5	3	7	2	0	0	0	1217	1217	0	145710	1002200	651800	13019000	735890	0	0	0	10.6076257037967	15.2847156771846	16.8315794060654	15.7798988602101	15.8811378651536	15.0739323371138	13.13635594279	11.8624548241106	12.7272570829176	tr|A0A0D9QWH4|A0A0D9QWH4_CHLSB	tr|A0A0D9QWH4|A0A0D9QWH4_CHLSB
			3	3	3	10.7	10.7	10.7	37.481	0	19.621	4927600	4	3	3	3	NaN	1	0	0	3	1	1	3	0	0	0	0	0	3	1	1	3	0	0	0	0	0	3	1	1	3	0	0	0	335	335	0	0	2463400	196050	462730	1805400	0	0	0	11.4521406187484	10.6309833407214	13.6438561897747	12.9208366503336	12.9778523079712	13.6028148326271	13.216725826821	12.34122347838	11.9977412137616	tr|A0A0D9QWM0|A0A0D9QWM0_CHLSB	tr|A0A0D9QWM0|A0A0D9QWM0_CHLSB
			9	9	9	28.5	28.5	28.5	37.824	0	172.6	49241000	30	9	9	9	NaN	1	1	9	9	4	4	7	0	0	0	1	9	9	4	4	7	0	0	0	1	9	9	4	4	7	0	0	0	361	361	91901	3677700	20743000	1573800	11052000	12103000	0	0	0	14.6716516307646	16.203061179177	17.1947953216739	15.9336215057183	16.0365814597471	16.7269365600941	12.6538193905331	12.2326137663902	12.0261472918403	tr|A0A0D9QWM7|A0A0D9QWM7_CHLSB	tr|A0A0D9QWM7|A0A0D9QWM7_CHLSB
			1	1	1	7.4	7.4	7.4	16.545	0.0025554	6.9726	1871800	3	1	1	1	NaN	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	148	148	0	282260	1391100	198400	0	0	0	0	0	11.0311198051554	12.8558028721459	13.1095695093707	12.8449607043041	10.1466129014111	10.27103765452	12.3584372978704	12.228774145723	11.7716455399878	tr|A0A0D9QWP9|A0A0D9QWP9_CHLSB	tr|A0A0D9QWP9|A0A0D9QWP9_CHLSB
			10	10	10	31.8	31.8	31.8	53.972	0	85.108	22971000	17	NaN	NaN	NaN	NaN	3	0	2	5	2	8	3	0	0	0	0	2	5	2	8	3	0	0	0	0	2	5	2	8	3	0	0	0	478	NaN	0	319240	6471000	557690	13690000	1933100	0	0	0	12.2242073422612	13.8790088139927	14.700764808098	14.0766486087943	16.0625942981717	13.7074669850351	13.29078841517	11.6493069503864	11.3442640292925	tr|A0A0D9QWR2|A0A0D9QWR2_CHLSB;tr|A0A0D9QWR9|A0A0D9QWR9_CHLSB;tr|A0A0D9S4G9|A0A0D9S4G9_CHLSB	tr|A0A0D9QWR2|A0A0D9QWR2_CHLSB;tr|A0A0D9QWR9|A0A0D9QWR9_CHLSB
			23	21	21	44.5	44	44	46.413	0	323.31	781410000	141	23	21	21	NaN	1	6	18	16	11	16	12	3	2	1	6	16	14	10	15	10	2	1	1	6	16	14	10	15	10	2	1	1	420	420	11429000	69093000	258760000	45915000	300280000	95825000	55749	19793	34573	20.3288239149186	21.2206357533851	21.2247035883675	20.8759023033453	20.7192517701695	20.4384751239049	15.6345841934937	15.0399899847247	15.0880842729257	tr|A0A0D9QWR3|A0A0D9QWR3_CHLSB	tr|A0A0D9QWR3|A0A0D9QWR3_CHLSB
			25	25	23	47.6	47.6	44.8	38.434	0	323.31	2760300000	318	25	25	23	NaN	1	8	23	22	19	23	22	3	4	3	8	23	22	19	23	22	3	4	3	8	21	20	18	22	20	2	3	3	355	355	25654000	267970000	765300000	134960000	1162800000	403150000	151260	204190	149360	21.781087517486	22.859275431747	22.2471637807711	22.020558161892	22.3321064989079	21.7348782793238	15.7586916813615	16.6219946048447	16.0781508077347	tr|A0A0D9QWR4|A0A0D9QWR4_CHLSB	tr|A0A0D9QWR4|A0A0D9QWR4_CHLSB
			7	7	7	7.9	7.9	7.9	119.52	0	44.375	5581500	8	NaN	NaN	NaN	NaN	2	0	1	1	5	7	1	0	0	0	0	1	1	5	7	1	0	0	0	0	1	1	5	7	1	0	0	0	1038	NaN	0	35754	35275	502610	4713100	294810	0	0	0	13.1148825852918	13.4619909505856	13.221602224777	14.3144416300369	16.2178819876995	12.5926205458985	13.2977422489296	11.019830752456	12.8713018401967	tr|A0A0D9QWT3|A0A0D9QWT3_CHLSB;tr|A0A0D9R533|A0A0D9R533_CHLSB	tr|A0A0D9QWT3|A0A0D9QWT3_CHLSB
			3	3	3	13.9	13.9	13.9	36.426	0	21.802	4081300	4	3	3	3	NaN	1	0	0	1	0	2	2	0	0	0	0	0	1	0	2	2	0	0	0	0	0	1	0	2	2	0	0	0	323	323	0	0	1678900	0	748820	1653600	0	0	0	12.2787108007675	9.71521463676361	9.46815894608628	9.56979683792769	13.0408718878731	13.3646818558646	12.0538871764936	11.3952822355873	12.5028749717203	tr|A0A0D9QWV0|A0A0D9QWV0_CHLSB	tr|A0A0D9QWV0|A0A0D9QWV0_CHLSB
			4	4	4	12.4	12.4	12.4	42.944	0	62.767	8516900	6	NaN	NaN	NaN	NaN	2	0	2	3	1	3	1	0	0	0	0	2	3	1	3	1	0	0	0	0	2	3	1	3	1	0	0	0	386	NaN	0	585270	3439800	218360	3384600	888900	0	0	0	10.6972109396377	14.2872795061029	14.4223933309425	13.9164393225808	13.9197013367249	13.934335888026	13.6230202371651	12.0972787670017	11.1760065992556	tr|A0A0D9QWV1|A0A0D9QWV1_CHLSB;tr|A0A0D9RST0|A0A0D9RST0_CHLSB	tr|A0A0D9QWV1|A0A0D9QWV1_CHLSB
			9	9	9	36.5	36.5	36.5	33.677	0	323.31	42113000	28	9	9	9	NaN	1	2	4	9	4	7	7	0	0	0	2	4	9	4	7	7	0	0	0	2	4	9	4	7	7	0	0	0	293	293	447850	1064300	23374000	1219200	10937000	5071000	0	0	0	16.8399664744655	15.8135307015835	16.432297211296	16.0061945677571	15.377854446954	15.7248602033036	12.2001152028648	12.7479868162843	11.3080360468896	tr|A0A0D9QWZ1|A0A0D9QWZ1_CHLSB	tr|A0A0D9QWZ1|A0A0D9QWZ1_CHLSB
			5	5	5	25.6	25.6	25.6	33.241	0	34.595	6008200	7	5	5	5	NaN	1	0	0	2	1	2	4	0	0	0	0	0	2	1	2	4	0	0	0	0	0	2	1	2	4	0	0	0	289	289	0	0	2476300	275440	1186600	2069800	0	0	0	11.3931657457613	11.7762504803393	12.7666117245365	13.8605050568079	13.1418197664127	14.1912134722213	12.0353479850556	11.1726448125075	12.2710263689948	tr|A0A0D9QX21|A0A0D9QX21_CHLSB	tr|A0A0D9QX21|A0A0D9QX21_CHLSB
			4	4	4	5.4	5.4	5.4	110.16	0	41.972	5412200	7	4	4	4	NaN	1	1	1	4	1	1	2	0	0	0	1	1	4	1	1	2	0	0	0	1	1	4	1	1	2	0	0	0	980	980	49602	270230	3469700	39986	526730	1055900	0	0	0	13.6050164479114	13.7473538294781	13.6850772650278	12.9356254890934	12.4795276692563	14.1059085085712	12.7219478915778	12.4427361445306	12.905592228467	tr|A0A0D9QX32|A0A0D9QX32_CHLSB	tr|A0A0D9QX32|A0A0D9QX32_CHLSB
			3	3	3	7.7	7.7	7.7	49.398	0	30.357	9931900	8	3	3	3	NaN	1	0	2	2	2	2	3	0	0	0	0	2	2	2	2	3	0	0	0	0	2	2	2	2	3	0	0	0	429	429	0	206760	2322500	1002000	833050	5567500	0	0	0	11.3528743917337	13.5548286414299	13.9544689714343	14.3671416945524	13.9608164771396	15.4142557983756	12.2870757097964	12.0965296353687	12.5912799378259	tr|A0A0D9QX35|A0A0D9QX35_CHLSB	tr|A0A0D9QX35|A0A0D9QX35_CHLSB
			2	2	2	7.5	7.5	7.5	53.854	0	12.252	1545900	5	2	2	2	NaN	1	0	1	0	2	0	1	0	0	0	0	1	0	2	0	1	0	0	0	0	1	0	2	0	1	0	0	0	491	491	0	237690	0	343990	0	964260	0	0	0	12.3622844098568	12.6078388665885	10.3626383191264	13.4454028931315	9.07481126151057	13.1385278014223	11.986218358622	12.3136556237196	11.2721367824126	tr|A0A0D9QX70|A0A0D9QX70_CHLSB	tr|A0A0D9QX70|A0A0D9QX70_CHLSB
			16	16	16	32.3	32.3	32.3	67.48	0	323.31	133230000	45	16	16	16	NaN	1	2	4	7	9	14	7	0	0	0	2	4	7	9	14	7	0	0	0	2	4	7	9	14	7	0	0	0	600	600	100460	1235900	17906000	3460600	95103000	15424000	0	0	0	15.4906942170187	16.5971505338672	17.8449386439786	17.5432131126978	18.6401884385998	16.9734283155401	11.9087138495896	11.7771161011697	11.9284778209125	tr|A0A0D9QX89|A0A0D9QX89_CHLSB	tr|A0A0D9QX89|A0A0D9QX89_CHLSB
			5	5	5	17	17	17	42.459	0	119.54	29330000	17	5	5	5	NaN	1	0	3	5	3	3	2	0	0	0	0	3	5	3	3	2	0	0	0	0	3	5	3	3	2	0	0	0	388	388	0	1292000	15243000	1009100	8750000	3035500	0	0	0	10.7231190904149	15.3658781346483	16.4086614481794	15.5016817136978	15.5744161358944	15.4836583517061	12.1838709433327	11.7223600047004	12.6096533330354	tr|A0A0D9QX96|A0A0D9QX96_CHLSB	tr|A0A0D9QX96|A0A0D9QX96_CHLSB
			22	22	22	33.3	33.3	33.3	108.56	0	253.12	94072000	54	22	22	22	NaN	1	0	1	6	14	21	12	0	0	0	0	1	6	14	21	12	0	0	0	0	1	6	14	21	12	0	0	0	969	969	0	170680	6202500	4306300	66953000	16439000	0	0	0	10.1993139230868	13.6010743389417	16.3966549482102	17.3651263037876	18.4020377556601	17.9842070414895	11.4795827511347	14.2248529753681	11.8604133614934	tr|A0A0D9QXC7|A0A0D9QXC7_CHLSB	tr|A0A0D9QXC7|A0A0D9QXC7_CHLSB
			7	7	7	16.5	16.5	16.5	47.409	0	65.418	31500000	15	7	7	7	NaN	1	1	2	5	4	4	6	3	3	1	1	2	5	4	4	6	3	3	1	1	2	5	4	4	6	3	3	1	430	430	99068	734860	4407800	943100	12729000	12217000	156000	131060	81748	14.9996036975461	14.9488690941026	14.5280267088832	14.5705079955674	15.5196055411948	15.4142227594318	16.3947306294316	16.3787859227334	16.4435263636935	tr|A0A0D9QXD3|A0A0D9QXD3_CHLSB	tr|A0A0D9QXD3|A0A0D9QXD3_CHLSB
			14	13	13	38.8	36.1	36.1	50.817	0	276.17	230440000	67	14	13	13	NaN	1	1	5	10	12	13	7	0	0	1	1	4	9	11	12	6	0	0	1	1	4	9	11	12	6	0	0	1	449	449	717730	2549600	59649000	16701000	121260000	29534000	0	0	23745	17.0616032406421	16.1387317699006	18.7759702923574	18.9432359473493	19.3066358113918	18.7715603954488	11.5802947700607	11.4714413030962	15.2341438166532	tr|A0A0D9QXD5|A0A0D9QXD5_CHLSB	tr|A0A0D9QXD5|A0A0D9QXD5_CHLSB
			3	3	3	33.7	33.7	33.7	10.871	0	23.963	23809000	14	NaN	NaN	NaN	NaN	3	0	2	2	1	3	2	0	0	0	0	2	2	1	3	2	0	0	0	0	2	2	1	3	2	0	0	0	95	NaN	0	2193400	6455800	1096600	11645000	2418100	0	0	0	11.0257845569728	17.8696058913519	18.0656054633543	18.1187282043625	18.4166243700642	15.2068235959806	12.3940688038235	11.3628642796074	13.5609081922131	tr|A0A0D9QXE8|A0A0D9QXE8_CHLSB;tr|A0A0D9QYS5|A0A0D9QYS5_CHLSB;tr|A0A0D9R589|A0A0D9R589_CHLSB	tr|A0A0D9QXE8|A0A0D9QXE8_CHLSB;tr|A0A0D9QYS5|A0A0D9QYS5_CHLSB
			2	2	2	4.1	4.1	4.1	107.16	0.0028169	10.984	1076500	1	2	2	2	NaN	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	953	953	0	0	0	0	1076500	0	0	0	0	10.614043618421	10.3383892508107	11.0353701992934	9.73396258724357	12.7069276396174	12.0560035192914	10.9040251265351	13.5012315321549	12.3969820325648	tr|A0A0D9QXF2|A0A0D9QXF2_CHLSB	tr|A0A0D9QXF2|A0A0D9QXF2_CHLSB
			3	3	3	1.4	1.4	1.4	266.97	0	16.891	3556700	4	3	3	3	NaN	1	0	0	2	2	3	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	2	2	3	0	0	0	0	2376	2376	0	0	1009200	144870	2402600	0	0	0	0	12.3315114262598	9.80416476526307	13.8669890903781	13.5324776871188	13.893206713402	10.1511664584081	12.0140777289317	13.0819222767788	11.4958769185179	tr|A0A0D9QXG4|A0A0D9QXG4_CHLSB	tr|A0A0D9QXG4|A0A0D9QXG4_CHLSB
			5	5	5	26	26	26	28.196	0	38.511	9387600	8	5	5	5	NaN	1	1	4	4	0	1	3	0	0	0	1	4	4	0	1	3	0	0	0	1	4	4	0	1	3	0	0	0	242	242	53382	1159100	5621900	0	478900	2074300	0	0	0	13.1053683787045	13.7726238664603	15.1916761463524	10.3642877123266	12.7221457885059	14.7635236166896	12.6295233611224	13.1273089955152	12.1978257164932	tr|A0A0D9QXG7|A0A0D9QXG7_CHLSB	tr|A0A0D9QXG7|A0A0D9QXG7_CHLSB
			8	4	4	24	14.9	14.9	41.59	0	50.616	44251000	17	8	4	4	NaN	1	3	7	6	6	8	6	0	0	0	1	3	3	2	4	3	0	0	0	1	3	3	2	4	3	0	0	0	375	375	380680	1621700	10424000	3173000	22446000	6205000	0	0	0	16.723740926025	16.5456130893079	16.9141515162468	16.8985305356589	16.2760153264249	16.6069690167502	12.6158190743059	11.9901352653087	11.0598694739399	tr|A0A0D9QXH3|A0A0D9QXH3_CHLSB	tr|A0A0D9QXH3|A0A0D9QXH3_CHLSB
			1	1	1	4	4	4	47.343	0.0027778	10.489	1406500	1	1	1	1	NaN	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	421	421	0	0	0	150470	1256100	0	0	0	0	11.5062823987087	11.1085447618523	10.8307415027118	12.2525176077623	12.524002929939	10.2901092484741	13.6736187008363	12.9020526863213	11.396426302059	tr|A0A0D9QXI2|A0A0D9QXI2_CHLSB	tr|A0A0D9QXI2|A0A0D9QXI2_CHLSB
			7	7	7	42.1	42.1	42.1	16.142	0	75.235	34544000	28	NaN	NaN	NaN	NaN	2	1	7	7	4	6	6	2	1	0	1	7	7	4	6	6	2	1	0	1	7	7	4	6	6	2	1	0	140	NaN	37426	2363500	18364000	812160	5339300	7547000	53330	26627	0	13.0637489700756	16.2825816997999	16.7155866863421	15.7108871311203	14.0065014075694	15.782383991197	15.835631020741	15.8186570662681	12.6650095358871	tr|A0A0D9QXK1|A0A0D9QXK1_CHLSB;tr|A0A0D9SA07|A0A0D9SA07_CHLSB	tr|A0A0D9QXK1|A0A0D9QXK1_CHLSB
